"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"454","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:15,FALSE,NA,"880349432017022976",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nehemiah_myeah3",1057,TRUE,FALSE,NA,NA
"455","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:15,FALSE,NA,"880349431677280257",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JEAGEVANSZZ",1057,TRUE,FALSE,NA,NA
"456","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:15,FALSE,NA,"880349431555600384",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IloEvans",1057,TRUE,FALSE,NA,NA
"457","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:15,FALSE,NA,"880349431442415616",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SanBelley28",1057,TRUE,FALSE,NA,NA
"458","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:15,FALSE,NA,"880349431396270080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IsaiahWright26",1057,TRUE,FALSE,NA,NA
"459","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:15,FALSE,NA,"880349431316525057",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lincolnm95",1057,TRUE,FALSE,NA,NA
"460","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:15,FALSE,NA,"880349431069114370",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TheressaFlorese",1057,TRUE,FALSE,NA,NA
"461","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:15,FALSE,NA,"880349430985232384",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rickyqhayeso29",1057,TRUE,FALSE,NA,NA
"462","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:15,FALSE,NA,"880349430720991233",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Cor_Wfloridaxx",1057,TRUE,FALSE,NA,NA
"463","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:15,FALSE,NA,"880349430708396032",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DAoljuzn",1057,TRUE,FALSE,NA,NA
"464","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:14,FALSE,NA,"880349430368657409",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","isr_scott",1057,TRUE,FALSE,NA,NA
"465","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:14,FALSE,NA,"880349430330920960",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LieselottenWood",1057,TRUE,FALSE,NA,NA
"466","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:14,FALSE,NA,"880349430095855617",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","guaxibi22",1057,TRUE,FALSE,NA,NA
"467","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:14,FALSE,NA,"880349429890469888",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","wuiscej",1057,TRUE,FALSE,NA,NA
"468","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:14,FALSE,NA,"880349429882126336",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fabiankhoney96",1057,TRUE,FALSE,NA,NA
"469","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:14,FALSE,NA,"880349429789851649",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","colbys87",1057,TRUE,FALSE,NA,NA
"470","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:14,FALSE,NA,"880349429256957953",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MPmiam26",1057,TRUE,FALSE,NA,NA
"471","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:14,FALSE,NA,"880349428917444608",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","qanuoaxl96",1057,TRUE,FALSE,NA,NA
"472","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:14,FALSE,NA,"880349428426690560",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ewakallen",1057,TRUE,FALSE,NA,NA
"473","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:14,FALSE,NA,"880349428384706560",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","timothye27",1057,TRUE,FALSE,NA,NA
"474","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:14,FALSE,NA,"880349428283875328",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","datafir20",1057,TRUE,FALSE,NA,NA
"475","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:14,FALSE,NA,"880349427998654464",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","alelong29",1057,TRUE,FALSE,NA,NA
"476","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:14,FALSE,NA,"880349427977773056",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","piucnuxd",1057,TRUE,FALSE,NA,NA
"477","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:14,FALSE,NA,"880349427684257792",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MarshallV89",1057,TRUE,FALSE,NA,NA
"478","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:14,FALSE,NA,"880349427659149312",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tierradaviszz",1057,TRUE,FALSE,NA,NA
"479","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:14,FALSE,NA,"880349427638185984",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JAm_jameszz",1057,TRUE,FALSE,NA,NA
"480","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:14,FALSE,NA,"880349427633864705",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HAnaemir29",1057,TRUE,FALSE,NA,NA
"481","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:14,FALSE,NA,"880349427466162177",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","riajaclyn_benne",1057,TRUE,FALSE,NA,NA
"482","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:14,FALSE,NA,"880349427323592704",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","XOSUIIBT1988",1057,TRUE,FALSE,NA,NA
"483","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:14,FALSE,NA,"880349427277463552",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","veineqe",1057,TRUE,FALSE,NA,NA
"484","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:14,FALSE,NA,"880349427189202944",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ThresaT86",1057,TRUE,FALSE,NA,NA
"485","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:14,FALSE,NA,"880349426686070784",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tugomir29",1057,TRUE,FALSE,NA,NA
"486","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:14,FALSE,NA,"880349426665099264",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","faijuka95",1057,TRUE,FALSE,NA,NA
"487","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:14,FALSE,NA,"880349426509676544",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","isaurarzoo27",1057,TRUE,FALSE,NA,NA
"488","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:14,FALSE,NA,"880349426409242624",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jiejugi22",1057,TRUE,FALSE,NA,NA
"489","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:14,FALSE,NA,"880349426375589891",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","teibaobd25",1057,TRUE,FALSE,NA,NA
"490","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:13,FALSE,NA,"880349425918517248",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BlaineP20",1057,TRUE,FALSE,NA,NA
"491","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:13,FALSE,NA,"880349425779867648",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","liwir96",1057,TRUE,FALSE,NA,NA
"492","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:13,FALSE,NA,"880349425469673472",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","soqoeujl",1057,TRUE,FALSE,NA,NA
"493","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:13,FALSE,NA,"880349424995774464",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NTamish",1057,TRUE,FALSE,NA,NA
"494","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:13,FALSE,NA,"880349424815190016",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","juonavi91",1057,TRUE,FALSE,NA,NA
"495","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:13,FALSE,NA,"880349424408514560",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haudck1993",1057,TRUE,FALSE,NA,NA
"496","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:13,FALSE,NA,"880349424358215681",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","zzDeloresFcoox1",1057,TRUE,FALSE,NA,NA
"497","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:13,FALSE,NA,"880349424186163200",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","taofeul22",1057,TRUE,FALSE,NA,NA
"498","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:13,FALSE,NA,"880349424102371328",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","koamkalnt1987",1057,TRUE,FALSE,NA,NA
"499","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:13,FALSE,NA,"880349424014077957",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","luannewmyoyox",1057,TRUE,FALSE,NA,NA
"500","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:13,FALSE,NA,"880349423926038528",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","saelexa1991",1057,TRUE,FALSE,NA,NA
"501","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:13,FALSE,NA,"880349423611412480",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ZandraeWright85",1057,TRUE,FALSE,NA,NA
"502","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:13,FALSE,NA,"880349423565516800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ryleyn20",1057,TRUE,FALSE,NA,NA
"503","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:13,FALSE,NA,"880349423401881602",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","geuviol",1057,TRUE,FALSE,NA,NA
"504","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:13,FALSE,NA,"880349423334772737",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KaminDmea",1057,TRUE,FALSE,NA,NA
"505","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:13,FALSE,NA,"880349423213191170",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cuteDestinyKi83",1057,TRUE,FALSE,NA,NA
"506","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:13,FALSE,NA,"880349423078866944",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","geodeog18",1057,TRUE,FALSE,NA,NA
"507","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:13,FALSE,NA,"880349422630129665",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Thanh_Sz",1057,TRUE,FALSE,NA,NA
"508","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:13,FALSE,NA,"880349422554578944",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jiked1987",1057,TRUE,FALSE,NA,NA
"509","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:13,FALSE,NA,"880349422529511424",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","qausuqi",1057,TRUE,FALSE,NA,NA
"510","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:13,FALSE,NA,"880349422433046528",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rwxyxzz",1057,TRUE,FALSE,NA,NA
"511","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:13,FALSE,NA,"880349422328070144",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","adityarhoneyxx",1057,TRUE,FALSE,NA,NA
"512","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:13,FALSE,NA,"880349422235729921",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TAmrmex",1057,TRUE,FALSE,NA,NA
"513","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:12,FALSE,NA,"880349422135238656",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Meryl_Cfun",1057,TRUE,FALSE,NA,NA
"514","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:12,FALSE,NA,"880349422093312002",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tupoaixnd",1057,TRUE,FALSE,NA,NA
"515","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:12,FALSE,NA,"880349422072320001",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FredaQ86",1057,TRUE,FALSE,NA,NA
"516","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:12,FALSE,NA,"880349422063931392",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","miomoeqck",1057,TRUE,FALSE,NA,NA
"517","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:12,FALSE,NA,"880349422051352576",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","poaf87",1057,TRUE,FALSE,NA,NA
"518","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:12,FALSE,NA,"880349422038786048",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","susuekeck",1057,TRUE,FALSE,NA,NA
"519","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:12,FALSE,NA,"880349421526974464",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gobexor26",1057,TRUE,FALSE,NA,NA
"520","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:12,FALSE,NA,"880349421342531585",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bafiawa96",1057,TRUE,FALSE,NA,NA
"521","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:12,FALSE,NA,"880349421141057540",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","douv19",1057,TRUE,FALSE,NA,NA
"522","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:12,FALSE,NA,"880349420897882112",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RowanX83",1057,TRUE,FALSE,NA,NA
"523","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:12,FALSE,NA,"880349420386209792",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tokoiuw",1057,TRUE,FALSE,NA,NA
"524","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:12,FALSE,NA,"880349420348465153",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cutelucia_g",1057,TRUE,FALSE,NA,NA
"525","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:12,FALSE,NA,"880349420293947392",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","caulck84",1057,TRUE,FALSE,NA,NA
"526","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 08:57:12,FALSE,NA,"880349420235182080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DoreneMartin27",1057,TRUE,FALSE,NA,NA
